Category,Description / Most Frequent Examples,Female Mean,Male Mean,T-Stat,P-Value
family,"parent*, mother*, father*, baby",0.0354737982663514,0.0153837444001378,2.4518286486111847,0.0142179469867298
friend,"friend*, boyfriend*, girlfriend*, dude",0.030454097714736,0.0551784571456702,-2.4417968101205907,0.014619150380807
swear,"shit, fuckin*, fuck, damn",0.0476098305752561,0.0,3.2329690047610637,0.0012270645311212
tone_neg,"bad, wrong, too much, hate",2.168944050433412,2.505627430709398,-2.832359790814646,0.0046228706357437
emo_neg,"bad, hate, hurt, tired",1.4400531914893615,1.695117904790036,-2.360600850974072,0.0182500896010967
emo_anger,"hate, mad, angry, frustr*",0.95989804964539,1.1753389455028798,-2.375291214171716,0.0175397833881101
